place_id,nome,endereco,capital_busca,origem,match_tipo,grupo_categoria,categorias_google,avaliacao_media,volume_avaliacoes,status_google,ultima_avaliacao_data,ativo_6m,site_ou_rede_social,instagram_usuario,telefone,link_google_maps,data_coleta,evidencia_espaco_jogo,relevante,politica_precificacao,modelo_alimentacao_bebidas,acervo_declarado
ChIJ5yyvSiKxGgcRGRWdYwkSrIQ,Nakamura Games,"Av. Prof. José Freitas de Andrade, 3749 - Coroa do Meio, Aracaju - SE, 49035-680, Brazil",Aracaju,busca_automatica,nome,loja,point_of_interest;store;establishment,4.9,476,OPERATIONAL,,inconclusivo,https://api.whatsapp.com/send?phone=557933021690,,,https://maps.google.com/?cid=9560035940535964953&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJHzzj8P2xGgcRciRc3tdR4-8,"Nanda brinquedos - Aluguel de Inflaveis, touro mecanico, futebol de sabão, tobogã","Av. Silvério Leite Fontes - Aruana, Aracaju - SE, 49038-260, Brazil",Aracaju,busca_automatica,nome,outro,point_of_interest;establishment,5,145,OPERATIONAL,2026-05-04,sim,http://www.nandabrinquedos.com/,,+55 79 99968-9060,https://maps.google.com/?cid=17285749782368494706&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJgUmct368AyERlF3sHZlR6xw,Nyquist Games,"R. Euclídes Góis - Coroa do Meio, Aracaju - SE, 49035-310, Brazil",Aracaju,busca_automatica,nome,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,,inconclusivo,https://www.instagram.com/nyquist.games/,nyquist.games,+55 79 99110-4172,https://maps.google.com/?cid=2083848970662862228&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJk5_aLwCzGgcRm3096HT42cs,Play Games Aracaju | Parque Shopping,"Av. João Rodrigues, 42 - Industrial, Aracaju - SE, 49065-450, Brazil",Aracaju,busca_automatica,nome,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,2025-12-30,inconclusivo,,,,https://maps.google.com/?cid=14689044840641822107&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJVdzA2r6xGgcRSlifGZ6sFcQ,RPG Comando,"rua, 98 - Aruana, Aracaju - SE, 49000-689, Brazil",Aracaju,busca_automatica,nome,outro,point_of_interest;service;establishment,,0,OPERATIONAL,,inconclusivo,,,+55 79 98138-3044,https://maps.google.com/?cid=14129389200979482698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJWRzlpWmzGgcR_Jo6zSBwWGk,Sandro games oficial,"Avenida Mascarenhas de Morais - Centro, Aracaju - SE, 49010-010, Brazil",Aracaju,busca_automatica,nome,loja,store;point_of_interest;establishment,3.8,10,OPERATIONAL,,inconclusivo,,,+55 79 99822-4404,https://maps.google.com/?cid=7590940458117405436&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJU4Wj-2mzGgcR0Jw7mlyGN-Q,Tabuleiro do Acarajé,"R. Rio Grande do Sul, 197 - Siqueira Campos, Aracaju - SE, 49075-510, Brazil",Aracaju,busca_automatica,nome,alimentos_bebidas,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4,4,OPERATIONAL,2024-01-18,inconclusivo,https://instagram.com/_tabuleirodoacaraje?igshid=NDk5N2NlZjQ=,_tabuleirodoacaraje,+55 79 99662-2033,https://maps.google.com/?cid=16444760296649366736&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ7RCGLeuJf00RljVImieDL5Y,Tabulendário - Jogos de Tabuleiro / Boardgames em Aracaju,"Av. Conselheiro João Moreira Filho, 2151 - Coroa do Meio, Aracaju - SE, 49035-655, Brazil",Aracaju,busca_automatica,nome,outro,association_or_organization;point_of_interest;establishment,4.5,8,OPERATIONAL,2026-03-05,inconclusivo,https://www.tabulendario.com/,,+55 79 98135-5465,https://maps.google.com/?cid=10822012635709978006&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ13nDt46zGgcRRUaT9vaaEek,True King's Card Shop,"R. Gen. Chaves, 107 - Sala 2 - São José, Aracaju - SE, 49015-310, Brazil",Aracaju,busca_automatica,nome,loja,store;point_of_interest;establishment,5,7,OPERATIONAL,,inconclusivo,https://mypcards.com/TrueKingsStore/yugioh,,+55 79 99602-4568,https://maps.google.com/?cid=16794374870930769477&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJjZAoSWazGgcRC0eKTbZyZp8,World Of Games,"Av. Moacir Oliveira - Marcos Freire I, Nossa Sra. do Socorro - SE, 49152-378, Brazil",Aracaju,busca_automatica,nome,loja,store;point_of_interest;establishment,4.7,87,OPERATIONAL,,inconclusivo,https://www.instagram.com/world_ofgames10/,world_ofgames10,+55 79 99122-7194,https://maps.google.com/?cid=11485994026965550859&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJyTGQlRoFk40Rdizfin314QI,1001 brinquedos e papelaria,"Avenidas - Av. Carlos Pereira de Melo, 473 - sala 7 - Jardim Floresta, Boa Vista - RR, 69312-005, Brazil",Boa Vista,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,4.9,31,OPERATIONAL,,inconclusivo,https://site5.com.br/207/#services,,+55 95 99110-6815,https://maps.google.com/?cid=207716977385352310&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJB_zo5UAFk40RKz8bUNhtO2Q,Elenda Games,"R. Nilo Brandão, 368 - Calunga, Boa Vista - RR, 69303-240, Brazil",Boa Vista,busca_automatica,nome,loja,store;point_of_interest;establishment,5,3,OPERATIONAL,,inconclusivo,https://instagram.com/elendagames,elendagames,+55 95 99172-1658,https://maps.google.com/?cid=7222487203243048747&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJy9pOFzAFk40RXZ1DcdoCKV0,Elenda Games Alvorada - Filial,"R. Z-3, 1132 - Alvorada, Boa Vista - RR, 69317-192, Brazil",Boa Vista,busca_automatica,nome,loja,point_of_interest;store;establishment,5,6,OPERATIONAL,,inconclusivo,http://instagram.com/elendagames,elendagames,+55 95 99172-1658,https://maps.google.com/?cid=6712899856798817629&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJay9eGwAPk40RPwVNydQC4tM,Ensino e Afeto Brinquedos,"R. Iuguslavia, 105 - Cauamé, Boa Vista - RR, 69311-087, Brazil",Boa Vista,busca_automatica,nome,loja,toy_store;point_of_interest;store;establishment,5,1,OPERATIONAL,,inconclusivo,http://www.ensinoeafeto.com.br/,,+55 95 99168-8148,https://maps.google.com/?cid=15267768799672993087&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJuX7PULsFk40RW3zyoKu8ng4,Mania Games Technology,"AV: Mario homem de melo, 5662 - Tancredo Neves, Boa Vista - RR, 69313-522, Brazil",Boa Vista,busca_automatica,nome,loja,store;point_of_interest;establishment,4.4,29,OPERATIONAL,,inconclusivo,,,+55 95 99123-5127,https://maps.google.com/?cid=1053486808176950363&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJnQ5RFfsFk40RBiwSV0NJNQk,Mimosa Geek,"Av. Maj. Williams, 1009 - Centro, Boa Vista - RR, 69305-085, Brazil",Boa Vista,busca_automatica,nome,loja,store;point_of_interest;establishment,5,2,OPERATIONAL,,inconclusivo,,,+55 95 99169-3360,https://maps.google.com/?cid=663517073679461382&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ8VbDMiwEk40RzQJ0VIHWlKE,Seven Games RR,"R. Peixe Boi, 38 - Santa Tereza, Boa Vista - RR, 69314-074, Brazil",Boa Vista,busca_automatica,nome,outro,corporate_office;point_of_interest;establishment,4.7,117,OPERATIONAL,,inconclusivo,,,+55 95 99144-9737,https://maps.google.com/?cid=11643166787615589069&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJW4Rfhh4Hk40Rn9xq1cgWVus,Style Geek Centro,"Av. Silvio Botelho - Centro, Boa Vista - RR, 69301-330, Brazil",Boa Vista,busca_automatica,nome,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,,inconclusivo,,,+55 95 99142-9328,https://maps.google.com/?cid=16957766498740001951&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ-ze0ZB4Gk40Rl-E6SQT03Ps,Sukatinha Brinquedos,"Av. Ville Roy, 5196 - Centro, Boa Vista - RR, 69301-000, Brazil",Boa Vista,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,4.5,445,OPERATIONAL,,inconclusivo,,,+55 95 3624-2554,https://maps.google.com/?cid=18148648897641898391&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJsV5jFFoHk40RhlJyuhqYhfc,TidiPlay Jogos e Games,"R. Mte. Diogo, 157/2 - Trinta e Um de Março, Boa Vista - RR, 69305-410, Brazil",Boa Vista,busca_automatica,nome+avaliacao,loja,toy_store;point_of_interest;store;establishment,4.9,12,OPERATIONAL,2026-04-02,sim,,,+55 95 98110-2279,https://maps.google.com/?cid=17835829139835343494&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJx7e4SEkHk40R6zBFjMi-fi0,Zeca Formiga - Brinquedos,"Centro Comercial Lucena - Av. Ville Roy, 4430 - Sl 06 - Aparecida, Boa Vista - RR, 69306-405, Brazil",Boa Vista,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,5,53,OPERATIONAL,,inconclusivo,,,+55 95 98115-0238,https://maps.google.com/?cid=3278267347328381163&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJLczTCwDnhpQRBxX3z2r6ni4,Caverna Board Games,"R. Sen. Queirós, 370 - Jardim Leblon, Campo Grande - MS, 79092-265, Brazil",Boa Vista;Campo Grande,busca_automatica,nome+avaliacao,loja,store;point_of_interest;association_or_organization;establishment,5,44,OPERATIONAL,2026-05-17,sim,https://www.cavernaboardgames.com.br/,,+55 67 99107-5200,https://maps.google.com/?cid=3359397708727522567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJDWxbmU7phpQRJ12eAtIDuLQ,Multiverso Tabuleiros - Aluguel de Jogos de Tabuleiro em Campo Grande,"R. Sebastião Lima, 1388 - Jardim Sao Bento, Campo Grande - MS, 79004-600, Brazil",Boa Vista;Campo Grande;Maceió;Rio Branco,busca_automatica,nome+avaliacao,loja,toy_store;association_or_organization;store;point_of_interest;establishment,5,78,OPERATIONAL,2026-05-02,sim,https://multiversotabuleiros.acervodejogos.com.br/,,+55 67 99953-7474,https://maps.google.com/?cid=13022162523063737639&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJdzGM0NrnhpQR60PoBjLfnGQ,103 Games & Eletrônicos,"Av. Noroeste, 5089 - Centro, Campo Grande - MS, 79002-011, Brazil",Campo Grande,busca_automatica,nome,loja,point_of_interest;store;establishment,4.3,16,OPERATIONAL,,inconclusivo,https://meucomercio.com.br/103games,,,https://maps.google.com/?cid=7249914906116899819&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJKdXhPGvvhpQRufmyrVkb4RU,Aldryon RPG,"R. Cel. Bento - Vila Vilas Boas, Campo Grande - MS, 79051-110, Brazil",Campo Grande,busca_automatica,nome,loja,point_of_interest;store;establishment,,0,OPERATIONAL,,inconclusivo,,,+55 67 99256-2709,https://maps.google.com/?cid=1576571416536611257&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJHa61aLjlhpQR0BqpEeLowC0,Anubis Games,"Av. Ezequiel Ferreira Lima, 1478 - Guanandi II, Campo Grande - MS, 79082-161, Brazil",Campo Grande,busca_automatica,nome,loja,electronics_store;store;point_of_interest;establishment,4.8,1311,OPERATIONAL,,inconclusivo,https://bio.site/Anubisgames,,+55 67 99600-3898,https://maps.google.com/?cid=3296890984891751120&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJAZZH7afphpQR6juwbzUq9ic,Boards em Casa - Locação de Jogos de Tabuleiro,"R. Barão de Melgaço, 177 - Centro, Campo Grande - MS, 79002-090, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,2023-12-29,inconclusivo,,,+55 67 99928-3063,https://maps.google.com/?cid=2879535420745464810&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ845mvEXnhpQRxfrSOd6O8Lo,Brinquedoteca Joy Kids,"Esquina com a Tamoio - R. Sen. Queirós, 315 - Jardim Leblon, Campo Grande - MS, 79092-265, Brazil",Campo Grande,busca_automatica,nome,outro,point_of_interest;establishment,4.5,41,OPERATIONAL,2026-02-22,inconclusivo,,,+55 67 99212-3314,https://maps.google.com/?cid=13470423570569165509&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJs67sKkrphpQR_6KUaGwypy0,Casa Lúdica Campo Grande - Loja de Brinquedos Educativos,"R. Eduardo Santos Pereira, 1330 - Sl 3 - São Francisco, Campo Grande - MS, 79010-030, Brazil",Campo Grande,busca_automatica,nome,loja,toy_store;point_of_interest;store;establishment,5,46,OPERATIONAL,2025-07-02,inconclusivo,https://casaludica.com.br/,,+55 67 99944-4451,https://maps.google.com/?cid=3289653494009864959&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJR7TrDNHphpQRQBMeDVgKQRU,Casa da Tia Paula - Brinquedoteca,"Av. Cônsul Assaf Trad - Shopping Bosque dos Ipês, Campo Grande - MS, 79035-490, Brazil",Campo Grande,busca_automatica,nome,outro,point_of_interest;establishment,4.6,29,OPERATIONAL,2025-10-12,inconclusivo,https://instagram.com/casadatiapaulacg?igshid=YmMyMTA2M2Y=,casadatiapaulacg,+55 67 99322-6843,https://maps.google.com/?cid=1531516721576153920&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJDQJ_J5zphpQRo01JmsrUHGQ,Deck Lab Game Store,"R. 13 de Junho, 85 - Centro, Campo Grande - MS, 79002-420, Brazil",Campo Grande,busca_automatica,nome+avaliacao,loja,toy_store;store;point_of_interest;establishment,5,42,OPERATIONAL,2026-06-25,sim,https://www.decklabgamestore.com.br/,,,https://maps.google.com/?cid=7213874669777669539&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJmWEV9JrvhpQRH_gs4CW-RiY,Deck Store,"R. Epitácio Pessoa, 740 - Sl 5 - Vila Vilas Boas, Campo Grande - MS, 79051-090, Brazil",Campo Grande,busca_automatica,avaliacao,loja,store;point_of_interest;establishment,4.7,53,OPERATIONAL,2026-04-26,sim,https://www.instagram.com/deckstorecg/,deckstorecg,+55 67 98114-8759,https://maps.google.com/?cid=2758100891695118367&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ616D9cvvhpQRbPPZ580dXG4,Diverkids Presentes | Loja de Brinquedos | Campo Grande MS,"R. Pontalina, 280 - Universitário, Campo Grande - MS, 79060-540, Brazil",Campo Grande,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,5,41,OPERATIONAL,,inconclusivo,https://www.instagram.com/diverkidspresentes/,diverkidspresentes,+55 67 99309-6406,https://maps.google.com/?cid=7952263812224775020&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJkS8my4LohpQRpMYWK5scvPg,"DuoFisio Pilates, RPG e Fisioterapia Pelvica.","R. Abrão Júlio Rahe, 611 - Centro, Campo Grande - MS, 79010-010, Brazil",Campo Grande,busca_automatica,nome,outro,gym;physiotherapist;medical_clinic;sports_complex;sports_school;sports_activity_location;health;point_of_interest;establishment,5,75,OPERATIONAL,,inconclusivo,https://wa.me/5567992186533,,+55 67 99218-6533,https://maps.google.com/?cid=17923232069796152996&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJBXKfy4jnhpQRTfctOG9Vlmk,Falcão Games,"R. Rui Barbosa, 1710 - Vila Gloria, Campo Grande - MS, 79004-441, Brazil",Campo Grande,busca_automatica,nome,loja,point_of_interest;store;establishment,3.7,141,OPERATIONAL,,inconclusivo,https://falcaogames.com.br/,,+55 67 3025-6670,https://maps.google.com/?cid=7608362556661299021&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJte_rSADphpQR4KnxdCZwpcY,Grid Game Center - Campo Grande MS,"R. Joaquim Murtinho, 1679 - Itanhangá Park, Campo Grande - MS, 79003-020, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,4,41,OPERATIONAL,,inconclusivo,,,,https://maps.google.com/?cid=14313970301140052448&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJb-fwV4XohpQRBvhhFEcIjcE,Happy Kids Brinquedoteca,"R. das Garças, 1600 - Centro, Campo Grande - MS, 79020-180, Brazil",Campo Grande,busca_automatica,nome,outro,amusement_center;point_of_interest;establishment,4.7,52,OPERATIONAL,2023-02-03,inconclusivo,,,+55 67 3028-2772,https://maps.google.com/?cid=13946812722413959174&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJFXw-sPbohpQR5eMb1gcDtNs,Joga Burger,"Av. Nelly Martins, 76 - Portal Itayara, Campo Grande - MS, 79032-295, Brazil",Campo Grande,busca_automatica,avaliacao,alimentos_bebidas,hamburger_restaurant;cocktail_bar;fast_food_restaurant;ice_cream_shop;dessert_shop;bar;confectionery;food_store;american_restaurant;restaurant;food;store;point_of_interest;association_or_organization;establishment,4.5,1895,OPERATIONAL,2025-08-01,inconclusivo,http://www.jogaburger.com.br/,,+55 67 3201-8724,https://maps.google.com/?cid=15831281922305942501&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ-VrxLhvnhpQR2mKesaDPzqk,Jogos Aurora,"Av. Afonso Pena, segundo piso, sala 109 - Centro, Campo Grande - MS, 79118-737, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,2020-01-14,inconclusivo,,,+55 67 3029-4777,https://maps.google.com/?cid=12235945526693880538&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJAR0X1w3mhpQRNkcz7rqI-_s,MAGIC GAMES,"R. Quitanda - Jardim Joquei Club, Campo Grande - MS, 79080-105, Brazil",Campo Grande,busca_automatica,nome,outro,amusement_center;point_of_interest;establishment,2.9,28,OPERATIONAL,2026-03-28,sim,,,,https://maps.google.com/?cid=18157256659115919158&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
