place_id,nome,endereco,capital_endereco,origem,match_tipo,grupo_categoria,categorias_google,avaliacao_media,volume_avaliacoes,status_google,ultima_avaliacao_data,ativo_6m,site_ou_rede_social,instagram_usuario,telefone,link_google_maps,data_coleta,evidencia_espaco_jogo,relevante,politica_precificacao,modelo_alimentacao_bebidas,acervo_declarado
ChIJLczTCwDnhpQRBxX3z2r6ni4,Caverna Board Games,"R. Sen. Queirós, 370 - Jardim Leblon, Campo Grande - MS, 79092-265, Brazil",Campo Grande,busca_automatica,nome+avaliacao,loja,store;point_of_interest;association_or_organization;establishment,5,44,OPERATIONAL,2026-05-17,sim,https://www.cavernaboardgames.com.br/,,+55 67 99107-5200,https://maps.google.com/?cid=3359397708727522567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJKdXhPGvvhpQRufmyrVkb4RU,Aldryon RPG,"R. Cel. Bento - Vila Vilas Boas, Campo Grande - MS, 79051-110, Brazil",Campo Grande,busca_automatica,nome,loja,point_of_interest;store;establishment,,0,OPERATIONAL,,inconclusivo,,,+55 67 99256-2709,https://maps.google.com/?cid=1576571416536611257&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJHa61aLjlhpQR0BqpEeLowC0,Anubis Games,"Av. Ezequiel Ferreira Lima, 1478 - Guanandi II, Campo Grande - MS, 79082-161, Brazil",Campo Grande,busca_automatica,nome,loja,electronics_store;store;point_of_interest;establishment,4.8,1311,OPERATIONAL,,inconclusivo,https://bio.site/Anubisgames,,+55 67 99600-3898,https://maps.google.com/?cid=3296890984891751120&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJDQJ_J5zphpQRo01JmsrUHGQ,Deck Lab Game Store,"R. 13 de Junho, 85 - Centro, Campo Grande - MS, 79002-420, Brazil",Campo Grande,busca_automatica,nome+avaliacao,loja,toy_store;store;point_of_interest;establishment,5,42,OPERATIONAL,2026-06-25,sim,https://www.decklabgamestore.com.br/,,,https://maps.google.com/?cid=7213874669777669539&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJmWEV9JrvhpQRH_gs4CW-RiY,Deck Store,"R. Epitácio Pessoa, 740 - Sl 5 - Vila Vilas Boas, Campo Grande - MS, 79051-090, Brazil",Campo Grande,busca_automatica,avaliacao,loja,store;point_of_interest;establishment,4.7,53,OPERATIONAL,2026-04-26,sim,https://www.instagram.com/deckstorecg/,deckstorecg,+55 67 98114-8759,https://maps.google.com/?cid=2758100891695118367&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJBXKfy4jnhpQRTfctOG9Vlmk,Falcão Games,"R. Rui Barbosa, 1710 - Vila Gloria, Campo Grande - MS, 79004-441, Brazil",Campo Grande,busca_automatica,nome,loja,point_of_interest;store;establishment,3.7,141,OPERATIONAL,,inconclusivo,https://falcaogames.com.br/,,+55 67 3025-6670,https://maps.google.com/?cid=7608362556661299021&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJte_rSADphpQR4KnxdCZwpcY,Grid Game Center - Campo Grande MS,"R. Joaquim Murtinho, 1679 - Itanhangá Park, Campo Grande - MS, 79003-020, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,4,41,OPERATIONAL,,inconclusivo,,,,https://maps.google.com/?cid=14313970301140052448&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJFXw-sPbohpQR5eMb1gcDtNs,Joga Burger,"Av. Nelly Martins, 76 - Portal Itayara, Campo Grande - MS, 79032-295, Brazil",Campo Grande,busca_automatica,avaliacao,alimentos_bebidas,hamburger_restaurant;cocktail_bar;fast_food_restaurant;ice_cream_shop;dessert_shop;bar;confectionery;food_store;american_restaurant;restaurant;food;store;point_of_interest;association_or_organization;establishment,4.5,1895,OPERATIONAL,2025-08-01,inconclusivo,http://www.jogaburger.com.br/,,+55 67 3201-8724,https://maps.google.com/?cid=15831281922305942501&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ-VrxLhvnhpQR2mKesaDPzqk,Jogos Aurora,"Av. Afonso Pena, segundo piso, sala 109 - Centro, Campo Grande - MS, 79118-737, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,2020-01-14,inconclusivo,,,+55 67 3029-4777,https://maps.google.com/?cid=12235945526693880538&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJAR0X1w3mhpQRNkcz7rqI-_s,MAGIC GAMES,"R. Quitanda - Jardim Joquei Club, Campo Grande - MS, 79080-105, Brazil",Campo Grande,busca_automatica,nome,outro,amusement_center;point_of_interest;establishment,2.9,28,OPERATIONAL,2026-03-28,sim,,,,https://maps.google.com/?cid=18157256659115919158&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJleY4oWfphpQRvVHngIcsHdk,Meninus Games,"R. Marquês de Lavradio, 626 - Sl 04 - Jardim Sao Lourenco, Campo Grande - MS, 79041-340, Brazil",Campo Grande,busca_automatica,nome+avaliacao,loja,store;point_of_interest;establishment,4.8,24,OPERATIONAL,2026-04-06,sim,https://www.instagram.com/meninusgames/,meninusgames,+55 67 99878-4368,https://maps.google.com/?cid=15644709641049821629&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJkb-xXLTohpQRV2uA3ZMrc-M,Mystical Space - Seu jogo começa aqui,"Av. Três Barras, 17 - Vila Vilas Boas, Campo Grande - MS, 79051-290, Brazil",Campo Grande,busca_automatica,nome+avaliacao,loja,toy_store;association_or_organization;store;point_of_interest;establishment,4.9,162,OPERATIONAL,2026-07-05,sim,http://www.mysticalspace.com.br/,,+55 67 99226-1653,https://maps.google.com/?cid=16389491383007734615&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJaX9ow6PvhpQRs_j2-_dt4y4,Play Games,"R. Sizuo Nakazato, 1429 - Jardim Itamaraca, Campo Grande - MS, 79062-140, Brazil",Campo Grande,busca_automatica,nome,loja,point_of_interest;store;establishment,4.3,6,OPERATIONAL,,inconclusivo,https://loja.infinitepay.io/playgames12,,+55 67 99664-3585,https://maps.google.com/?cid=3378665057309620403&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJqQR_cdHphpQRKRAe24390ow,Play Games / Campo Grande-MS,"Avenida Cônsul Assaf - Tradicional Shopping - Bosque dos Ipês, N° 4796 - Loja 216 - Coronel Antonino, Campo Grande - MS, 79013-545, Brazil",Campo Grande,busca_automatica,nome,loja,banquet_hall;bowling_alley;sports_complex;event_venue;sports_activity_location;point_of_interest;store;establishment,4.3,253,OPERATIONAL,2026-08-05,sim,https://www.instagram.com/playgamescampogrande/,playgamescampogrande,+55 67 3354-8184,https://maps.google.com/?cid=10147451696127545385&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJg5kpMQ_vhpQRPBmmZMk2ff8,PokeDez Cards e Acessórios,"R. Barão de Melgaço, 571 - Sl 1 e 2 Terreo - Centro, Campo Grande - MS, 79002-080, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,4.8,74,OPERATIONAL,,inconclusivo,http://www.pokedez.com.br/,,+55 67 98102-2132,https://maps.google.com/?cid=18409931090365389116&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJcaEgFGTvhpQRFFP1penRu8Y,Sparta Games,"R. Frederico Fellini, 31 - Res. Betaville, Campo Grande - MS, 79060-332, Brazil",Campo Grande,busca_automatica,nome,loja,store;point_of_interest;establishment,5,272,OPERATIONAL,,inconclusivo,https://instagram.com/spartagames.ms,spartagames.ms,+55 67 99126-4162,https://maps.google.com/?cid=14320270241596527380&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ-_ohMrTohpQR1luFD81Hkno,TR8 Jogos e Acessórios,"Av. Eduardo Elias Zahran, 2757 - Vila Antonio Vendas, Campo Grande - MS, 79003-000, Brazil",Campo Grande,busca_automatica,nome,loja,sporting_goods_store;store;point_of_interest;establishment,4.8,113,OPERATIONAL,,inconclusivo,https://mechameaqui.com.br/tr8-jogos-e-acessorios-loja-de-artigos-para-brilhar-campo-grande-ms/,,+55 67 3204-2296,https://maps.google.com/?cid=8832200765281229782&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJPYMeL3OxnZMRm-iPrOiCLD0,Bear Brothers Cards And Games,"Rua Desembargador Trigo de Loureiro, 694 - Consil, Cuiabá - MT, 78048-455, Brazil",Cuiabá,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,5,1,OPERATIONAL,,inconclusivo,,,+55 65 99958-1609,https://maps.google.com/?cid=4408042071128008859&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJvaDwqtaxnZMRUQ9d7__9NQU,GGC - Grid Game Center - Shopping Estação Cuiabá MT,"COND SHOP ESTACAO CUIABA - Av. Miguel Sutil, 9300 - Lj SECG002B - Jardim das Américas, Cuiabá - MT, 78040-365, Brazil",Cuiabá,busca_automatica,nome,loja,internet_cafe;amusement_park;electronics_store;service;store;point_of_interest;establishment,4.4,171,OPERATIONAL,2026-02-28,inconclusivo,https://acesse.inf.br/ggc_shoppingestacao,,+55 65 99952-6751,https://maps.google.com/?cid=375485419629645649&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJkZq7FRaznZMR-qHvmCV-kIs,Ludoria Cuiabana,"Av. Jose Monteiro de Figueiredo, 500 - Duque de Caxias, Cuiabá - MT, 78043-300, Brazil",Cuiabá,busca_automatica,nome,outro,association_or_organization;point_of_interest;establishment,4.4,7,OPERATIONAL,2026-06-29,sim,https://ludoriacuiabana.estoquenow.site/,,+55 65 99286-6116,https://maps.google.com/?cid=10056676667863048698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJaUVdt1CxnZMRdiQQYXjQgYs,MT Figurinhas & Cards,"R. A, Quadra 03 - Lote 24 - Primeiro de Março, Cuiabá - MT, 78058-602, Brazil",Cuiabá,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,5,1,OPERATIONAL,,inconclusivo,https://mtfigurinhas.com.br/,,+55 65 99659-5426,https://maps.google.com/?cid=10052545058710758518&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ2c96mKaznZMRwPkjJRz8nIU,Mario Rosa - Quiropraxia e RPG,"R. das Violetas, 303 - Jardim Cuiaba, Cuiabá - MT, 78043-142, Brazil",Cuiabá,busca_automatica,nome,outro,medical_clinic;health;point_of_interest;establishment,5,15,OPERATIONAL,,inconclusivo,,,+55 65 99265-1219,https://maps.google.com/?cid=9627847301223676352&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJV-ILP3axnZMRXR-ujzUSeoM,Mister Game Drinks,"R. canario da terra, 15 - Morada da Serra, Cuiabá - MT, 78058-208, Brazil",Cuiabá,busca_automatica,nome,alimentos_bebidas,bar;point_of_interest;establishment,4.4,7,OPERATIONAL,2026-01-06,inconclusivo,http://www.misterdrinks.com.br/,,+55 65 99999-7217,https://maps.google.com/?cid=9473904787380379485&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJTYuVzPGvnZMRw44sFdDZiJs,Mordrade Card Shop | Card Games,"Av. Gen. Mello, 2410 - Primeiro Andar - Campo Velho, Cuiabá - MT, 78065-290, Brazil",Cuiabá,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,5,7,OPERATIONAL,,inconclusivo,https://www.instagram.com/mordradecardshop/,mordradecardshop,+55 65 99226-1968,https://maps.google.com/?cid=11207447160443145923&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ5R9cFzaxnZMR_6N3XtvjafU,NEW GAMES CELL,"shopping popular - Av. Tenente Coronel Duarte, Box 222, 274, 275, 384, 445 - Dom Aquino, Cuiabá - MT, 78015-500, Brazil",Cuiabá,busca_automatica,nome,loja,cell_phone_store;store;service;point_of_interest;establishment,3.7,24,OPERATIONAL,,inconclusivo,https://beacons.ai/newgamescell?utm_source=ig&utm_medium=social&utm_content=link_in_bio,,+55 65 99942-7934,https://maps.google.com/?cid=17683915943169205247&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJARvKn9ixnZMR-qHHZX56vO4,"Poltrona Nerd - Bar, Games & Burger","R. Managua, 132 - Jardim das Américas, Cuiabá - MT, 78060-604, Brazil",Cuiabá,busca_automatica,nome,alimentos_bebidas,hamburger_restaurant;cocktail_bar;bar;association_or_organization;american_restaurant;restaurant;food;point_of_interest;establishment,4.7,2005,OPERATIONAL,2024-11-03,inconclusivo,https://poltronanerd.com.br/links,,+55 65 98107-3366,https://maps.google.com/?cid=17202759359940502010&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ0zqPqgaxnZMR7MKDk0M5WuA,Popular Geek - Colecionáveis | Nerd | Games | Funko,"Shopping Popular - Av. Manoel José de Arruda, 207 - Box C17 - Dom Aquino, Cuiabá - MT, 78005-500, Brazil",Cuiabá,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,5,23,OPERATIONAL,,inconclusivo,,,+55 65 98110-5050,https://maps.google.com/?cid=16166296774800294636&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
