place_id,nome,endereco,capital_endereco,origem,match_tipo,grupo_categoria,categorias_google,avaliacao_media,volume_avaliacoes,status_google,ultima_avaliacao_data,ativo_6m,site_ou_rede_social,instagram_usuario,telefone,link_google_maps,data_coleta,evidencia_espaco_jogo,relevante,politica_precificacao,modelo_alimentacao_bebidas,acervo_declarado
ChIJx5jr3zGXpgARQGx9eX7TDmY,LudoCafé,"R. Antônio Dias, 201 - Santo Antônio, Belo Horizonte - MG, 30350-150, Brazil",Belo Horizonte,busca_automatica,nome+avaliacao,alimentos_bebidas,cocktail_bar;bar;coffee_shop;food_store;cafe;store;restaurant;food;point_of_interest;establishment,4.6,585,OPERATIONAL,2026-07-07,sim,http://www.ludocafe.com.br/,,+55 31 3646-6046,https://maps.google.com/?cid=7354047781700201536&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJIcauleSZpgARDghXUEZX9gI,Taberna dos Games,"Av. Mem de Sá, 521 - Santa Efigênia, Belo Horizonte - MG, 30260-270, Brazil",Belo Horizonte,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,4.5,378,OPERATIONAL,2021-10-13,inconclusivo,http://www.tabernadosgames.com.br/,,+55 31 3566-4705,https://maps.google.com/?cid=213453991853885454&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJrRfqRPSRpgARWfVpA_8eK7E,VAULT of cards,"Av. Augusto de Lima, 527 - Centro, Belo Horizonte - MG, 30190-000, Brazil",Belo Horizonte,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,4.9,260,OPERATIONAL,,inconclusivo,https://www.vaultofcards.com.br/,,+55 31 3144-0311,https://maps.google.com/?cid=12766331649334572377&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJsUAT-dObpgARCT2C5QpnVKU,Garagem do Nerd,"R. Padre Júlio Maria, 93 - Vera Cruz, Belo Horizonte - MG, 30285-360, Brazil",Belo Horizonte,busca_automatica,nome+avaliacao,outro,sports_club;association_or_organization;point_of_interest;establishment,4.9,244,OPERATIONAL,2024-12-04,inconclusivo,https://garagemdonerd.com.br/,,+55 31 3452-5920,https://maps.google.com/?cid=11913260210799656201&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJpzB8zc2XpgARoJTUu90J6Pw,Comdado Bar e Jogos,"Av. Amazonas, 2310 - Santo Agostinho, Belo Horizonte - MG, 30180-012, Brazil",Belo Horizonte,busca_automatica,nome+avaliacao,alimentos_bebidas,cocktail_bar;bar;restaurant;food;store;point_of_interest;association_or_organization;establishment,4.4,158,OPERATIONAL,2025-12-07,inconclusivo,http://www.comdado.bar/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2515633343614986524,,+55 31 99935-2525,https://maps.google.com/?cid=18223826740098405536&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJVVWJxOaZpgARwOi0SIWndOw,Brechó Lúdico,"Av. Brasil, 1843 - Lourdes, Belo Horizonte - MG, 30140-008, Brazil",Belo Horizonte,busca_automatica,avaliacao,loja,toy_store;point_of_interest;association_or_organization;store;establishment,4.9,122,OPERATIONAL,2026-08-02,sim,https://brecholudico.com.br/,,+55 31 99386-8689,https://maps.google.com/?cid=17038427481141733568&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJv3fk2nqOpJIRhyuz_OgElJg,Oriental Video e Game,"R. dos Timbiras, 1354 - Batista Campos, Belém - PA, 66033-331, Brazil",Belém,busca_automatica,nome,loja,store;point_of_interest;establishment,4.4,622,OPERATIONAL,,inconclusivo,http://www.orientalgames.com.br/,,+55 91 3272-7670,https://maps.google.com/?cid=10994417989036747655&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ-ZF-kTuKpJIRNW1TcmIqv1w,Play Games,"Av. Centenário, 1052 - Val-de-Cans, Belém - PA, 66617-418, Brazil",Belém,busca_automatica,nome,outro,amusement_park;amusement_center;point_of_interest;establishment,4.3,583,OPERATIONAL,2024-06-28,inconclusivo,,,+55 91 3199-3518,https://maps.google.com/?cid=6683106974354337077&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ-97tiEeNpJIRb_eV7a-sxBs,Ludoteca Sidequest,"Av. Visc. de Souza Franco, 1313 - Umarizal, Belém - PA, 66053-000, Brazil",Belém,busca_automatica,nome+avaliacao,alimentos_bebidas,snack_bar;hamburger_restaurant;coffee_shop;cafe;meal_takeaway;food_store;american_restaurant;restaurant;food;store;point_of_interest;establishment,4.8,327,OPERATIONAL,2026-05-31,sim,https://ludotecasidequest.com.br/,,+55 91 98561-3484,https://maps.google.com/?cid=2000914006064625519&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJxdjX24uOpJIR8qZK9s7LF4s,Tsunami Games & Computers,"Galeria Center 48 - R. dos 48, 42 - Lj 4 - Batista Campos, Belém - PA, 66015-200, Brazil",Belém,busca_automatica,nome,loja,store;point_of_interest;establishment,4.2,250,OPERATIONAL,,inconclusivo,https://tsunami-games-dados-loja.netlify.app/,,,https://maps.google.com/?cid=10022703585492117234&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brazil",Brasília,busca_automatica,nome,loja,store;point_of_interest;establishment,4.7,1379,OPERATIONAL,2023-06-07,inconclusivo,http://www.ludoteca.com.br/,,+55 61 99662-7448,https://maps.google.com/?cid=3055055995154816099&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJzdFNP3AyWpMRH2P6HEuhE-I,Loja de Jogos - Asgard,"Rua 25 Sul, Lote 30 Bloco A loja 1 - Águas Claras, Brasília - DF, 71928-720, Brazil",Brasília,busca_automatica,nome+avaliacao,alimentos_bebidas,toy_store;bar;store;point_of_interest;establishment,4.7,754,OPERATIONAL,2022-10-25,inconclusivo,https://www.asgardstore.com.br/,,+55 61 3052-5345,https://maps.google.com/?cid=16290541621110006559&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJufQc34syWpMRI_AHegkG710,60 Minutos Escape Game - Píer 21,"St. de Clubes Esportivos Sul Trecho 2 - Asa Sul, Brasília - DF, 70200-002, Brazil",Brasília,busca_automatica,nome,outro,amusement_center;point_of_interest;establishment,4.8,724,OPERATIONAL,,inconclusivo,https://www.60minutosescape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7970120473757230341,,+55 61 98135-4911,https://maps.google.com/?cid=6768635402732957731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJdUv4La46WpMRnBvNknmOqWo,Inside Games,"SHCS CRS 513 BL B Loja 07 - Asa Sul, Brasília - DF, 70380-520, Brazil",Brasília,busca_automatica,nome+avaliacao,loja,toy_store;store;point_of_interest;establishment,4.6,640,OPERATIONAL,2026-03-22,sim,https://www.insidegamestore.com.br/,,+55 61 3551-0266,https://maps.google.com/?cid=7685830891889564572&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brazil",Brasília,busca_automatica,nome,loja,toy_store;store;point_of_interest;establishment,4.9,634,OPERATIONAL,2026-07-06,sim,http://www.tocadotabuleiro.com/,,+55 61 92001-5615,https://maps.google.com/?cid=814627787442267556&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brazil",Brasília,busca_automatica,nome,alimentos_bebidas,sports_bar;amusement_center;toy_store;bar;store;point_of_interest;establishment,4.7,466,OPERATIONAL,2019-12-21,inconclusivo,https://www.orgutal.com.br/,,+55 61 99699-5999,https://maps.google.com/?cid=10296703278994611723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ85OcFlgwWpMRk4N7_rQjh5A,TAVERNA DOS GAMES - Loja de Video Game,"Feira dos Importados - Sia Trecho 7, 438 - Bloco C - SIA, Brasília - DF, 71208-900, Brazil",Brasília,busca_automatica,nome,loja,store;point_of_interest;establishment,4.7,394,OPERATIONAL,2026-05-13,sim,https://meucomercio.com.br/tavernadosgames,,+55 61 99117-1963,https://maps.google.com/?cid=10414331923588154259&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJxe7p5Eo7WpMRd0sHLko77kU,Mercado RPG,"SCLRN 714 B. F, 34 - Asa Norte, Brasília - DF, 70760-556, Brazil",Brasília,busca_automatica,nome+avaliacao,loja,store;point_of_interest;establishment,4.9,277,OPERATIONAL,2026-08-03,sim,https://www.mercadorpg.com.br/,,+55 61 98137-4858,https://maps.google.com/?cid=5039030222860012407&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,"SHCN CL QD 116 CLN 116 BLOCO I Lojas 31 e 35 subsolo - Asa Norte, Brasília - DF, 70773-590, Brazil",Brasília,busca_automatica,nome,alimentos_bebidas,pizza_restaurant;pizza_delivery;meal_delivery;toy_store;food_delivery;store;restaurant;food;point_of_interest;establishment,4.8,159,OPERATIONAL,2026-08-08,sim,https://utopiagames.com.br/,,+55 61 99966-9987,https://maps.google.com/?cid=2216926155965158017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ172cu2U7WpMR-GxnGmUHCkc,Gruta BSB,"SHCN CLN 406 Bloco E Lj 16/22 subsolo - Asa Norte, Brasília - DF, 70847-550, Brazil",Brasília,busca_automatica,avaliacao,loja,book_store;toy_store;store;point_of_interest;establishment,4.9,112,OPERATIONAL,2026-06-14,sim,http://www.grutabsb.com.br/,,+55 61 99880-9522,https://maps.google.com/?cid=5118912057276067064&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,"Guará II QE 26 BLOCO B Lj 31 - Guará, Brasília - DF, 71060-621, Brazil",Brasília,busca_automatica,nome+avaliacao,alimentos_bebidas,hamburger_restaurant;toy_store;american_restaurant;restaurant;food;store;point_of_interest;association_or_organization;establishment,4.8,105,OPERATIONAL,2026-07-04,sim,http://www.fortaludica.com.br/,,+55 61 98260-2566,https://maps.google.com/?cid=16038098956009979684&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJocsYG1Tl3JQR9Vyr3FONktI,Estação Games Curitiba,"Centro de Curitiba, Shopping Estação - Rebouças, Curitiba - PR, 80230-010, Brazil",Curitiba,busca_automatica,nome,loja,store;point_of_interest;establishment,4.9,2303,OPERATIONAL,,inconclusivo,http://www.estacaogamescuritiba.com.br/,,+55 41 99157-1758,https://maps.google.com/?cid=15173345485888642293&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ0ftSGFzw3JQRtoakn1mqyOs,Geek Burguer,"Alameda Dr. Carlos de Carvalho, 805 - Centro, Curitiba - PR, 80410-180, Brazil",Curitiba,busca_automatica,nome+avaliacao,alimentos_bebidas,hamburger_restaurant;american_restaurant;restaurant;point_of_interest;food;establishment,4.4,2141,OPERATIONAL,2025-04-20,inconclusivo,https://instagram.com/geekburguer?utm_medium=copy_link,geekburguer,,https://maps.google.com/?cid=16990016896162367158&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJm6MFYxXk3JQRdlRAZV1Dtt4,XPlace Games,"R. Fernando de Noronha, 1069 - Boa Vista, Curitiba - PR, 82650-145, Brazil",Curitiba,busca_automatica,nome,loja,toy_store;store;service;point_of_interest;establishment,4.4,1161,OPERATIONAL,,inconclusivo,https://www.xplacegames.com.br/,,+55 41 3029-4900,https://maps.google.com/?cid=16048088390591075446&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brazil",Curitiba,busca_automatica,nome+avaliacao,alimentos_bebidas,hamburger_restaurant;american_restaurant;restaurant;food;point_of_interest;establishment,4.8,776,OPERATIONAL,2024-11-09,inconclusivo,https://boardzgamepub.com.br/,,+55 41 3078-9343,https://maps.google.com/?cid=16657130447169008060&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brazil",Curitiba,busca_automatica,nome,loja,toy_store;association_or_organization;store;point_of_interest;establishment,4.8,751,OPERATIONAL,2026-07-14,sim,https://reidascartinhas.com.br/,,+55 41 99228-5798,https://maps.google.com/?cid=11876414406989262402&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJv_pNE3Pl3JQRCVM-2vFQX6s,Start Games Sales and Service,"Av. Nossa Sra. de Lourdes, 63 - Centro, Curitiba - PR, 80230-010, Brazil",Curitiba,busca_automatica,nome,loja,point_of_interest;store;establishment,4.6,726,OPERATIONAL,,inconclusivo,http://www.videogamescuritiba.com.br/,,+55 41 99162-7044,https://maps.google.com/?cid=12348677702952047369&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJTdymzWTm3JQRSjlSLQyY1ts,Planeta Games,"anexo merc. atacadao - Av. Paraná, 3220 - Lj 21 - Boa Vista, Curitiba - PR, 82510-000, Brazil",Curitiba,busca_automatica,nome,loja,store;service;point_of_interest;establishment,4.9,700,OPERATIONAL,,inconclusivo,https://www.youtube.com/planetagamestv,,+55 41 3024-3013,https://maps.google.com/?cid=15841015917389691210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brazil",Curitiba,busca_automatica,avaliacao,alimentos_bebidas,coffee_shop;cafe;association_or_organization;food_store;store;point_of_interest;food;establishment,4.8,690,OPERATIONAL,2026-06-06,sim,http://www.joyjoycafe.com.br/,,+55 41 99176-9659,https://maps.google.com/?cid=759269485382930740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJc66HomXk3JQRNl28jz_VsPc,Taverna Game House,"R. Alferes Poli, 589 - Centro, Curitiba - PR, 80220-050, Brazil",Curitiba,busca_automatica,nome+avaliacao,loja,toy_store;point_of_interest;store;establishment,4.8,625,OPERATIONAL,2026-08-23,sim,https://www.tavernagamehouse.com.br/,,+55 41 99827-1180,https://maps.google.com/?cid=17847999792240418102&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJLVw9dV3j3JQRrIogSaHoM-c,Brasil Games,"Av. Pres. Kennedy, 4121 - L3 - Portão, Curitiba - PR, 80610-905, Brazil",Curitiba,busca_automatica,nome,loja,store;point_of_interest;establishment,4.3,617,OPERATIONAL,,inconclusivo,https://www.brasilgamescuritiba.com.br/,,+55 41 3212-3791,https://maps.google.com/?cid=16659915225987844780&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJeZDmeBzj3JQRpoWPbG-p7ek,Espião Games,"R. Prof. Pedro Viriato Parigot de Souza, 600 - Lj 2031 - Mossunguê, Curitiba - PR, 81200-100, Brazil",Curitiba,busca_automatica,nome,loja,electronics_store;store;point_of_interest;establishment,5,308,OPERATIONAL,,inconclusivo,https://www.espiaogames.com.br/,,+55 41 3019-2957,https://maps.google.com/?cid=16856315276345443750&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brazil",Curitiba,busca_automatica,nome+avaliacao,loja,store;point_of_interest;establishment,5,219,OPERATIONAL,2026-06-08,sim,http://www.alcapaojogos.com.br/,,+55 41 99807-8863,https://maps.google.com/?cid=13438756004817603359&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJK5Dhtunj3JQRniPWHB3haDU,Paladino Hobbies,"R. Padre Anchieta, 2454 - Lj 24 - Bigorrilho, Curitiba - PR, 80730-000, Brazil",Curitiba,busca_automatica,avaliacao,loja,store;point_of_interest;establishment,4.8,188,OPERATIONAL,2025-03-08,inconclusivo,http://www.paladinohobbies.com.br/,,+55 41 3082-9520,https://maps.google.com/?cid=3848573396742185886&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJtUtmZB3l3JQRYb3sZEFlMXI,AC Games,"Av. Nossa Sra. de Lourdes, 63 - Lj 3C - Jardim das Américas, Curitiba - PR, 81530-020, Brazil",Curitiba,busca_automatica,nome,loja,electronics_store;store;point_of_interest;establishment,4.8,104,OPERATIONAL,,inconclusivo,http://www.acgamescuritiba.com.br/,,+55 41 98822-6161,https://maps.google.com/?cid=8228469325723123041&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,,
ChIJc3F7ka83J5URQZ1XTl-_iak,Chef on Play,"Rua kk - atrás do bem bolado bar - Praça Atílio ferreira, 07 - Trindade, Florianópolis - SC, 88080-701, Brazil",Florianópolis,busca_automatica,avaliacao,alimentos_bebidas,restaurant;sandwich_shop;food;point_of_interest;establishment,4.6,1204,OPERATIONAL,2026-04-19,sim,,,+55 48 3025-2433,https://maps.google.com/?cid=12216505880276344129&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJJz8-gcY3J5URYdZrEXdHaAk,Cineplay- Restaurante e Jogos,"R. Getúlio Vargas, 362 - Centro, São José - SC, 88103-400, Brazil",Florianópolis,busca_automatica,nome,alimentos_bebidas,restaurant;bar;food;point_of_interest;establishment,4.5,1154,OPERATIONAL,2026-02-22,inconclusivo,,,+55 48 99178-9013,https://maps.google.com/?cid=677870320638219873&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
ChIJ7ZioVfU3J5URMq3PGrI4mFw,Dragon's House Hobby Store,"R. Conselheiro Mafra, 246 - sobreloja - Centro, Florianópolis - SC, 88010-100, Brazil",Florianópolis,busca_automatica,avaliacao,loja,toy_store;point_of_interest;store;establishment,4.7,478,OPERATIONAL,2023-10-23,inconclusivo,https://www.dragonshouse.com.br/,,+55 48 3222-9793,https://maps.google.com/?cid=6672145185554541874&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-01,,,,,
