place_id,nome,endereco,capital_busca,motivo_descarte,categorias_google,avaliacao_media,volume_avaliacoes,site_ou_rede_social
ChIJqaN5u0exGgcRL91c0tFi9PE,1,"R. João Mota dos Santos, 950 - Aruana, Aracaju - SE, 49001-400, Brazil",Aracaju,sem_termo_chave,point_of_interest;establishment,,,
ChIJwYg3S2U3jgcR9ceqDLqsrg4,100% Drinks,"R. São Pedro, 905 - Centro (Sul), Teresina - PI, 64001-260, Brazil",Teresina,sem_termo_chave,restaurant;point_of_interest;food;establishment,4.3,28,
ChIJfxlyLBIbFgcRYAc9uQueREw,1Dado Mais10,"Av. São Rafael - São Marcos, Salvador - BA, 41253-190, Brazil",Salvador,sem_termo_chave,association_or_organization;point_of_interest;establishment,,,
ChIJoYYWG-b_sgcRG6QXSiGY3xM,294 BAR & RESTAURANTE,"Av. Deodoro da Fonseca, 294 - Petrópolis, Natal - RN, 59012-600, Brazil",Natal,sem_termo_chave,restaurant;bar;seafood_restaurant;food;point_of_interest;establishment,4.5,2176,https://www.instagram.com/bar294/
ChIJX4KXW4dgXpMRRorL_x1ZbPQ,4+ Poker Friends,"R. Crisandalia, Qd F-2 Lt 13 - St. Dona Iris II, Trindade - GO, 75382-114, Brazil",Goiânia,sem_termo_chave,association_or_organization;point_of_interest;establishment,4.3,19,http://www.instagram.com/FOURPLUSPOKERFRIENDS
ChIJV8yzqgFJxwcRqDgn1Lyax0w,5 Elementos Pub,"R. Ana Bilhar, 1180 - Meireles, Fortaleza - CE, 60160-110, Brazil",Fortaleza,sem_termo_chave,gastropub;bar;restaurant;food;point_of_interest;establishment,4.6,212,
ChIJjQuJRD2xnZMRc4PT48sJtDg,77 Gastro Pub Restaurante e Lanchonete,"Av. Érico Preza, 13 - Jardim Itália, Cuiabá - MT, 78060-758, Brazil",Cuiabá,sem_termo_chave,restaurant;food;point_of_interest;establishment,4,309,
ChIJS8UALzAxO5MRiP3eMKATJYI,A Social Bar,"R. 14 Q 13, 22 - Taquaralto V - Palmas, TO, 77001-970, Brazil",Palmas,sem_termo_chave,bar;point_of_interest;establishment,5,2,
ChIJlcaoZADLJJMRdeVfwonWCGQ,AGROBAR PALMAS,"Q. 103 Sul Rua SO 11 - 103 Sul, Palmas - TO, 77015-036, Brazil",Palmas,sem_termo_chave,bar;point_of_interest;establishment,3.8,13,https://www.instagram.com/agrobar.palmas
ChIJ8Sm3w0FJAQcRBgwyl8PaDn8,AL RPG CLUB,"R. Alm. Tamandaré, 59 - Prado, Maceió - AL, 57010-030, Brazil",Maceió,sem_termo_chave,sports_club;association_or_organization;point_of_interest;establishment,4.6,10,
ChIJceKTqssxjgcR0-gvjNnIKQw,ALEGRIA DE BRINCAR,"Q. 206, casa 18 - Dirceu 2, Teresina - PI, 64078-150, Brazil",Teresina,sem_termo_chave,home_goods_store;service;store;point_of_interest;establishment,5,1,
ChIJYTweKpBZzpQR1MoMaynUGOY,"ALUGUEL DE BRINQUEDOS PARA FESTAS, MESAS E CADEIRAS","R. José Bento, 293 - Cambuci, São Paulo - SP, 01523-030, Brazil",São Paulo,categoria_incompativel,banquet_hall;toy_store;event_venue;store;point_of_interest;establishment,5,9,
ChIJKfGDY2vhYY0RweefbOXSwhg,ARKD BAR,"R. Paraná, 640F - Santa Rita, Macapá - AP, 68901-260, Brazil",Macapá,sem_termo_chave,cocktail_bar;hamburger_restaurant;bar;american_restaurant;event_venue;restaurant;food;point_of_interest;establishment,4.7,847,
ChIJKdc2sYI7WpMRJUTFTu557nQ,Abençoado Bar - Asa Norte,"SHCN CLN 207 BL A - Asa Norte, Brasília - DF, 70852-510, Brazil",Brasília,sem_termo_chave,restaurant;cocktail_bar;bar;point_of_interest;food;establishment,4.7,3036,https://abencoadobar.com.br/abencoado-bar-restaurante-asa-norte/
ChIJl4G_d5g5O5MRjiApWZOPO4k,Adoleta Brinquedos PMW,"206 Sul - Av. LO 5 - Plano Diretor Sul, Palmas - TO, 77020-504, Brazil",Palmas,categoria_incompativel,toy_store;store;point_of_interest;establishment,,,
ChIJm5LrB16N9gcRO48yrpu77wA,Adoleta Brinquedoteca SLZ,"R. Gerânios, 2 - Ponta D'areia, São Luís - MA, 65077-550, Brazil",São Luís,categoria_incompativel,playground;point_of_interest;establishment,5,4,
ChIJgyCmIbMRbJIRxZ3gQGP9qAU,Adoleta Parque,"Av. Jacira Reis, 18 - Dom Pedro, Manaus - AM, 69033-008, Brazil",Manaus,sem_termo_chave,amusement_center;point_of_interest;establishment,5,4,
ChIJPct5IgBJAQcR9w9rrtalizI,Agario PATA Candy Crush - Unidade Clima Bom,"Tabuleiro do Martins, Maceió - AL, 57037-630, Brazil",Maceió,sem_termo_chave,store;point_of_interest;establishment,,,
ChIJ0aeLBPc5jgcRSOCMeSe9lYI,Al Capone Pub Rock and Blues,"R. Visc. da Parnaíba, 1081 - Ininga, Teresina - PI, 64049-570, Brazil",Teresina,sem_termo_chave,bar;point_of_interest;establishment,4.6,1007,https://alcaponepub.menudino.com/
ChIJ8dcQZ7FFAQcRIpBxBkNQlK0,"Alagoana Choperia | Watering hole, Home Chopp","Rua Deputado Luiz Gonzaga Coutinho, 125 - Jatiúca, Maceió - AL, 57036-110, Brazil",Maceió,sem_termo_chave,bar;point_of_interest;establishment,4.2,2991,https://m.facebook.com/casadechoppalagoana
ChIJD8IR_iNDMpIR7pRWd6Co5JQ,Alambique bar,"Av. Rio Madeira, 3182 - Nova Esperança, Porto Velho - RO, 76823-022, Brazil",Porto Velho,sem_termo_chave,cocktail_bar;bar_and_grill;bar;restaurant;food;point_of_interest;establishment,4.7,7,https://www.instagram.com/alambiquebarpvh?igsh=djJkdTJtaHcxdjhp
ChIJJdZzNAB5GZURkYcyBk7x9OE,Alcatraz Bar Porto Alegre,"R. Alm. Barroso, 355 - Floresta, Porto Alegre - RS, 90220-021, Brazil",Porto Alegre,sem_termo_chave,bar;point_of_interest;establishment,4.8,30,
ChIJ47rkJ0XVmwARcl-kg5FuLUI,Alegria de Brincar Brinquedos Educativos,"Av. Nossa Sra. de Copacabana, 680 - Lj H - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil",Rio de Janeiro,categoria_incompativel,toy_store;point_of_interest;store;establishment,4.8,59,https://alegriadebrincar321.com.br/
ChIJaQfYmHVJxwcRwP03Rz5uB34,Alenca's Bar,"R. Gustavo Sampaio, 692 - Parquelândia, Fortaleza - CE, 60455-000, Brazil",Fortaleza,sem_termo_chave,bar;point_of_interest;establishment,4.3,1687,https://instagram.com/alencasbar?igshid=YmMyMTA2M2Y=
ChIJcdm9wXWXpgAR0WDRlPxZB_A,Alipepê,"R. Curral Del Rei, 25 - Padre Eustáquio, Belo Horizonte - MG, 30720-220, Brazil",Belo Horizonte,sem_termo_chave,point_of_interest;establishment,4.5,15,
ChIJt_fbtsEabJIRaOqqmmvk4Zc,All Night Pub,"Av. Efigênio Salles, 2085 - Aleixo, Manaus - AM, 69060-020, Brazil",Manaus,sem_termo_chave,bar;point_of_interest;establishment,4.4,289,https://all-night-pub.cluvi.com.br/
ChIJpVPtCWYDFgcRM0ydkvWayJM,Alquimia Bar e Petiscaria,"Av. Almirante Marques de Leão, 172 - Lj 1 - Barra, Salvador - BA, 40140-230, Brazil",Salvador,sem_termo_chave,pub;bar;point_of_interest;establishment,4.9,15,
ChIJeVHvPTlDMpIRKPx-_BKVNtQ,Alternative Space of Porto Velho,"Av. Gov. Jorge Teixeira, 4026 - Costa e Silva, Porto Velho - RO, 76821-096, Brazil",Porto Velho,sem_termo_chave,race_course;sports_activity_location;event_venue;point_of_interest;establishment,4.6,3564,https://m.facebook.com/espalternativopvh
ChIJF8PN3FjRek0RgesDgPMwU7s,Aluguel de Brinquedos Salvador - Magic Day Kids,"R. Nossa Sra. de Guadalupe, 27 - Acupe, Salvador - BA, 40290-250, Brazil",Salvador,categoria_incompativel,service;point_of_interest;establishment,5,36,http://www.magicdaykids.com/
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brazil",Curitiba,categoria_incompativel,store;point_of_interest;establishment,5,219,http://www.alcapaojogos.com.br/
ChIJT4G03CjxXpMRkQxq_K4L87M,Ambiência Bar,"Av. Portugal, 1229 - St. Marista, Goiânia - GO, 74150-030, Brazil",Goiânia,sem_termo_chave,pub;bar;restaurant;point_of_interest;food;establishment,4.5,48,https://instagram.com/ambienciabar
ChIJq6rq9NkaFgcReIH_ahObdio,Americanas,"Alameda Euvaldo Luz, 92 - Bela Vista, Salvador - BA, 41150-125, Brazil",Boa Vista,sem_termo_chave,department_store;cell_phone_store;clothing_store;electronics_store;home_goods_store;service;store;point_of_interest;establishment,4.3,366,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_130&utm_content=mn_00_00_go_pacotelocal
ChIJy8zlwXAGk40RDWouaz_oVoo,Americanas,"Av. Jaime Brasil, 21 - Centro, Boa Vista - RR, 69301-350, Brazil",Boa Vista,sem_termo_chave,department_store;cell_phone_store;electronics_store;clothing_store;home_goods_store;store;point_of_interest;service;establishment,4.1,1084,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_1089&utm_content=mn_00_00_go_pacotelocal
ChIJ0UnfCd9FAQcRp1aI_6g-sjw,Amostradinho Petiscaria,"R. José Cabral Acioli, 262 - Jatiúca, Maceió - AL, 57035-677, Brazil",Maceió,sem_termo_chave,cocktail_bar;brewery;bar;restaurant;service;point_of_interest;manufacturer;food;establishment,4.6,726,
ChIJl5U9-_r_sgcRp1LRg4HczkE,Andoleta,"Midway Mall - Av. Nevaldo Rocha, 3775 - Piso 2 - Tirol, Natal - RN, 59015-900, Brazil",Natal,sem_termo_chave,amusement_center;point_of_interest;establishment,4.7,546,http://instagram.com/andoletabrinquedoteca
ChIJPSO2b69dMpIR8BM_IXrnjxg,Anima Jump Park,"R. Abunã, 2460 - Liberdade, Porto Velho - RO, 76803-762, Brazil",Porto Velho,sem_termo_chave,amusement_park;point_of_interest;establishment,4.8,83,https://animajump.com.br/
ChIJU8Q58vh_mQAR86pZ53Z6QLs,Animasom Rio Sul,"Shopping Rio Sul - Av. Lauro Sodré, 445 - 1º piso - Botafogo, Rio de Janeiro - RJ, 22290-000, Brazil",Rio de Janeiro,sem_termo_chave,banquet_hall;amusement_center;event_venue;point_of_interest;establishment,4.9,1229,http://www.animasom.com.br/
ChIJt8b5P-5_mQARMF3KkPx6yTg,Animasom Shopping Tijuca,"Av. Maracanã, 987 - Tijuca, Rio de Janeiro - RJ, 20511-000, Brazil",Rio de Janeiro,sem_termo_chave,playground;point_of_interest;establishment,5,1123,http://www.animasom.com.br/
ChIJx-vbBdg9uAARWjmMZo-VINc,Anti-Heróis Cybercafé e Lan house,"Av. Cel. José Martins de Figueiredo - Tabuazeiro, Vitória - ES, 29043-405, Brazil",Vitória,sem_termo_chave,internet_cafe;service;point_of_interest;establishment,5,31,https://linktr.ee/antiherois.cybercafe
ChIJgVZnH7c7J5UROVfXrmJSWl0,Apprentice Workshop,"Rod SC 405, 1120 - Campeche, Florianópolis - SC, 88065-000, Brazil",Florianópolis,sem_termo_chave,toy_store;manufacturer;consultant;store;point_of_interest;service;establishment,4.8,143,http://oficinadoaprendiz.com.br/
ChIJ4XrbM-U5jgcRzpUKkG6UZbk,Ar Livre Espaço Cultural,"Av. Mar. Castelo Branco, 39 - Cabral, Teresina - PI, 64001-685, Brazil",Teresina,sem_termo_chave,restaurant;cocktail_bar;bar;point_of_interest;food;establishment,4.4,1050,https://linktr.ee/arlivreteresina
ChIJEeYKwVSxGgcRJjl5eKTDP3o,Aracaju Boliche,"Rua Antonio Andrade, 1520 - Atalaia, Aracaju - SE, 49035-660, Brazil",Aracaju,sem_termo_chave,bowling_alley;pub;bar;sports_complex;sports_activity_location;point_of_interest;establishment,4.2,1082,https://www.instagram.com/aracajubolichebar/
ChIJ65egMZRRzpQR4fanDyj9Dl4,Arcade Haus - Santo Amaro,"R. Dr. Rubens Gomes Bueno, 288 - Várzea de Baixo, São Paulo - SP, 04730-000, Brazil",São Paulo,sem_termo_chave,amusement_park;amusement_center;point_of_interest;establishment,4.8,191,https://www.arcadehaus.com.br/
ChIJoXwLEp1fzpQR4DU1dGki6VQ,Arcade Haus - Tatuapé,"R. Euclides Pacheco, 483 - Vila Gomes Cardim, São Paulo - SP, 03321-000, Brazil",São Paulo,categoria_incompativel,amusement_park;amusement_center;point_of_interest;establishment,4.9,88,
ChIJKR4CBMVJAQcRCWkNZFf5weI,Arcade XP AL,"Av. Menino Marcelo, 3800 - Cidade Universitária, Maceió - AL, 57073-900, Brazil",Maceió,sem_termo_chave,store;point_of_interest;establishment,,,
ChIJKQbT9TeT9gcRfqpIx081G0M,Arcadian,"R. Um, quadra B - casa 12 - Olho D'agua, São Luís - MA, 65067-351, Brazil",São Luís,sem_termo_chave,point_of_interest;store;establishment,4.6,99,
ChIJ7bh3K2gzWpMRJaIgDmlUIyw,Arcane Arena,"One Park Mall - R. das Paineiras, 06 - Lj 2 - Águas Claras, Brasília - DF, 71928-720, Brazil",Brasília,sem_termo_chave,point_of_interest;store;establishment,4.7,123,https://cardapio.arcanearena.com.br/assets/cardapio-arcane.pdf
ChIJMROk5FIZqwcRrJpuhpd_n5M,Arcádia Tabuleria,"Rua Almirante Ary Parreiras, 155 - Santo Amaro, Recife - PE, 50100-370, Brazil",Recife,sem_termo_chave,point_of_interest;association_or_organization;establishment,,,https://www.arcadiatabuleria.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1889605379093990036
ChIJ0Q_qUPzl3JQRGum2ROsTfJk,Arena Cajuru,"R. Filipinas, 130 - Cajuru, Curitiba - PR, 82960-180, Brazil",Curitiba,categoria_incompativel,store;point_of_interest;establishment,5,87,
ChIJQ1Cor745jgcRTrDBkoMKhb0,Arena Game Shop,"R. Otávio Falcão, 2042 - Primavera, Teresina - PI, 64002-590, Brazil",Teresina,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.4,56,
ChIJDQ9TzKjDrAcRRG562PfeoZM,Arena Gamer PB,"R. Etelvina Macedo de Mendonça - Torre, João Pessoa - PB, 58033-455, Brazil",João Pessoa,categoria_incompativel,point_of_interest;establishment,5,1,https://arenagamerpb.ueniweb.com/?utm_campaign=gmb
ChIJY5xzLO3DrAcRJ8LTQmTUTHA,Arena Park Open Mall,"R. Orlando di Cavalcanti Villar, 40 - Altiplano Cabo Branco, João Pessoa - PB, 58046-075, Brazil",João Pessoa,sem_termo_chave,playground;point_of_interest;establishment,4.7,98,
ChIJS_Xa4hixGgcRNKbzrA5b9FI,Arena Samba Clube,"Av. Rotary - Anexo Araras - Praia Hotel, 125 - Atalaia, Aracaju - SE, 49037-550, Brazil",Aracaju,sem_termo_chave,corporate_office;point_of_interest;establishment,4.6,23,https://linktr.ee/arenasambaclube?utm_source=linktree_profile_share&ltsid=bae41193-1100-470b-882a-ec4857114caf
ChIJR0RVu7PhYY0RHoVScsHyiNU,Arena Underground Games,"R. Gen. Rondon, 1467 - Centro, Macapá - AP, 68900-082, Brazil",Macapá,categoria_incompativel,store;point_of_interest;establishment,5,3,https://arenaunderground.com.br/
ChIJyVX2sZMbbJIRkCD6lfJ1baI,Arkana,"R. Visc. de Pôrto Seguro, 178 - Flores, Manaus - AM, 69058-090, Brazil",Manaus,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,4.8,430,
ChIJr-agjM2zGgcRUxwiaZwGD04,Arte Em Cards,"R. Lindalva Silva Dantas, 47 - Ponto Novo, Aracaju - SE, 49047-456, Brazil",Aracaju,sem_termo_chave,association_or_organization;point_of_interest;establishment,4.9,32,https://www.ligamagic.com.br/?view=ecom/home&id=745133
ChIJbdArbQCrswcRlphOen982KA,Arte de Brincar - Locação de Brinquedos,"Rua Santo Inácio de Loyola, 46 - Igapó, Natal - RN, 59104-250, Brazil",Natal,categoria_incompativel,point_of_interest;establishment,,,
ChIJbUJ2AoF_mQARMJs1lDL2CjU,Arte de Brincar Brinquedos Educativos,"R. do Catete, 228 - sobreloja 220 - Catete, Rio de Janeiro - RJ, 22220-001, Brazil",Rio de Janeiro,categoria_incompativel,toy_store;store;point_of_interest;establishment,4.7,65,http://www.artedebrincar228.com.br/
ChIJP0EE_bcZqwcRhwh4EoxwUdM,Atacadão Mec Papelaria - Rosarinho,"Av. Norte Miguel Arraes de Alencar, 3311 - Rosarinho, Recife - PE, 52041-005, Brazil",Recife,sem_termo_chave,point_of_interest;store;establishment,4.7,96,http://www.atacadaomec.com.br/
ChIJpdHXvOJBJ5UR0psgDWi1jJc,Atelier Alfredo Larre Jogos de Tabuleiro,"Manoel - Servidão Manoel Amaro Nunes Pinheiro, 727 - Ratones, Florianópolis - SC, 88052-250, Brazil",Florianópolis,categoria_incompativel,manufacturer;store;point_of_interest;association_or_organization;establishment,4.9,13,https://www.mancalajogos.com.br/
ChIJj10jK6Pl3JQR1fK0UarOy8E,Ateliê de Entusiasmo,"Rua da Sesmaria, 190 - Guabirotuba, Curitiba - PR, 81520-590, Brazil",Curitiba,sem_termo_chave,point_of_interest;establishment,4.9,9,https://instagram.com/ateliedeentusiasmo?igshid=MzRlODBiNWFlZA==
ChIJc3fto_3NJJMRE_Ii3_BDhHw,Ateliê infantil Rabisquê,"Q. 110 Sul Alameda 3, 29 - Arse - Plano Diretor Sul, Palmas - TO, 77020-140, Brazil",Palmas,sem_termo_chave,association_or_organization;point_of_interest;establishment,,,
ChIJUTd2BQDprAcRRn2cH33kv2A,Atendimento 24h Vídeos e Jogos,"R. Morise de Miranda Gusmão, 980 - Cristo Redentor, João Pessoa - PB, 58070-540, Brazil",João Pessoa,categoria_incompativel,point_of_interest;association_or_organization;establishment,,,
ChIJNzS82SPdrAcRk4vxcJatGqg,Atol Music Bar,"R. Coração de Jesus, 138 - Tambaú, João Pessoa - PB, 58039-070, Brazil",João Pessoa,sem_termo_chave,cocktail_bar;live_music_venue;bar;event_venue;point_of_interest;establishment,4.6,1030,http://www.facebook.com/atolmusicbar
ChIJzU-JkzfnhpQR1EnutE6ofdY,Avenida Presidente Vargas 5557,"AV Presidente Vargas - Av. Duque de Caxias, N 834 - Vila Sobrinho, Campo Grande - MS, 79100-670, Brazil",Campo Grande,sem_termo_chave,point_of_interest;establishment,,,https://www.instagram.com/brinquedotecacasadebrincar/?hl=pt-br
ChIJ7Sv8cqUXuAARMny_wRPKWhU,Aventura Kids Vila Velha,"Shopping Vila Velha - Av. Luciano das Neves, 2418 - Piso Térreo - Divino Espírito Santo, Vila Velha - ES, 29107-900, Brazil",Vitória,sem_termo_chave,point_of_interest;establishment,4.6,18,
ChIJI7SPyj7hYY0RVShAzLrI4_8,BAR DO VILA,"Av. Mendonça Furtado, 586 - Central, Macapá - AP, 68900-060, Brazil",Macapá,sem_termo_chave,bar;point_of_interest;establishment,4.5,1357,https://www.bardovila.com/bio
ChIJK47VO3wzWpMRn9vTU1jaads,"BEM ALUGUÉIS - Video Games, Boardgames e eletrônicos","R. 20 Norte, 4 - Águas Claras, Brasília - DF, 71915-750, Brazil",Brasília,categoria_incompativel,store;point_of_interest;establishment,5,48,https://www.bemdf.com/
ChIJvzZITZvdrAcRkTYal-oaFNI,BK Brinkids - Shopping Pirâmide - Piso 2,"Av. Antônio Lira, 300 - Tambaú, João Pessoa - PB, 58039-050, Brazil",João Pessoa,sem_termo_chave,amusement_park;point_of_interest;establishment,4.3,18,
ChIJM3KLAwAFk40RVLVFywEvta8,BLACK LOUNGE,"Av. Gen. Ataíde Teive, 7123 - Nova Canaã, Boa Vista - RR, 69314-382, Brazil",Boa Vista,sem_termo_chave,bar;point_of_interest;establishment,3.9,48,
ChIJ_Wf3l1fxXpMRCqXUHjbIQC8,BLEND GASTROBAR,"R. S-1, 237 - St. Bela Vista, Goiânia - GO, 74823-310, Brazil",Goiânia,sem_termo_chave,bar;point_of_interest;establishment,3.7,788,https://www.blendgastrobar.com.br/
ChIJZyPjxFc3J5URCNnFhJDfz20,BRINCADICA BRINQUEDOTECA e CONTRATURNO,"R. Victor Meirelles, 600 - Sl 12 - TÉRREO, São José - SC, 88101-170, Brazil",Florianópolis,categoria_incompativel,playground;amusement_center;point_of_interest;establishment,5,43,https://www.instagram.com/brincadica/
ChIJseC8FHA0O5MRAQt7RmIvfDo,BRINQUEDOTECA E RECREAÇÃO CORUJINHA,"Q. 1004 Sul Alameda 6, 29 - Arse, Palmas - TO, 77023-516, Brazil",Palmas,categoria_incompativel,educational_institution;point_of_interest;establishment,5,2,
ChIJLQLZ06VFAQcRnwRlxv3ZCco,Babasom Rock Bar,"R. Pres. Agostinho da Silva Neves, 19 - Poço, Maceió - AL, 57025-245, Brazil",Maceió,sem_termo_chave,cocktail_bar;bar;restaurant;food;point_of_interest;establishment,4.5,446,
ChIJo5gDbIXvhpQRWiROtI8nHYI,Baby Gym Campo Grande MS,"R. São Remo, 462 - Vila Vilas Boas, Campo Grande - MS, 79051-230, Brazil",Campo Grande,sem_termo_chave,amusement_center;point_of_interest;establishment,5,5,http://www.meubabygym.com/
ChIJLR49WfHxXpMRrSDkf1ExRR4,Bacon Arcano,"R. 84, 604 - Mezanino 1 - St. Sul, Goiânia - GO, 74080-410, Brazil",Goiânia,sem_termo_chave,point_of_interest;association_or_organization;establishment,5,25,https://www.baconarcano.com/
ChIJKa_5PSU3J5URLBsCWtRR0NA,Balbúrdia Cervejeira Florianópolis,"R. Alm. Lamego, 425 - Centro, Florianópolis - SC, 88015-600, Brazil",Florianópolis,sem_termo_chave,cocktail_bar;brewery;bar;manufacturer;restaurant;food;point_of_interest;service;establishment,4.8,2726,https://www.balburdiafloripa.com.br/
ChIJH0Gl3fCP9gcRu8yr8-pQI3A,Bar Box,"Dr. Jackson Kepler Lago - Ponta D'areia, São Luís - MA, Brazil",São Luís,sem_termo_chave,liquor_store;store;point_of_interest;establishment,4.7,12,https://instagram.com/barbox_oficial
ChIJT_pXZR4Gk40RGOaKGr-1BVU,Bar Brahma,"Av. Ville Roy, 2092 - Caçari, Boa Vista - RR, 69308-055, Brazil",Boa Vista,sem_termo_chave,bar;point_of_interest;establishment,4.5,1655,https://linktr.ee/BARDABRAHMARR
ChIJB9LscRrhYY0Ri9A2rtfN0JA,Bar Cajueiro,"Av. Pres. Vargas, 2089 - Central, Macapá - AP, 68900-070, Brazil",Macapá,sem_termo_chave,pub;bar;point_of_interest;establishment,4.5,435,
ChIJO0mzt-wabJIRFbqQTQP80N0,Bar Do Meio,"Rua Doutora Yamile Nogueira - Parque Dez de Novembro, Manaus - AM, 69054-320, Brazil",Manaus,sem_termo_chave,pub;food_court;bar;restaurant;food;point_of_interest;establishment,4.6,143,
ChIJtW-uiPf1XpMRjkYsEmwif28,Bar Dodô,"R. Horizonte, 160 - Aeroviario, Goiânia - GO, 74435-040, Brazil",Goiânia,sem_termo_chave,bar;point_of_interest;establishment,4.5,1939,https://linktr.ee/bardodo
ChIJkRDxW0rhYY0RTxZqNbVbQs8,Bar Du Pedro,"Av. Antônio Coelho de Carvalho, 38 - Central, Macapá - AP, 68900-015, Brazil",Macapá,sem_termo_chave,bar;point_of_interest;establishment,4.5,169,http://www.instagram.com/bardupedroap
ChIJDb1WBDHl3JQRE3il9usJErc,Bar Nacional,"R. Mateus Leme, 368 - São Francisco, Curitiba - PR, 80510-190, Brazil",Curitiba,sem_termo_chave,bar_and_grill;bar;restaurant;food;point_of_interest;establishment,4.8,3659,https://www.barnacionalcuritiba.com.br/
ChIJb0mkQxqP9gcR0jIUHo5rLFo,Bar Ponto de Fuga,"Av. Rui Barbosa, 61 - Centro, São Luís - MA, 65026-100, Brazil",São Luís,sem_termo_chave,bar;restaurant;point_of_interest;service;food;establishment,4.5,31,
ChIJC5GIYQDnhpQRyje_l50N2Mk,Bar Portugal,"Av. das Bandeiras, 92 - Vila Carvalho, Campo Grande - MS, 79005-620, Brazil",Campo Grande,sem_termo_chave,bar;point_of_interest;establishment,4.8,43,
ChIJwRnbrAOxGgcRvIBOQqkvZGo,Bar Pé Sujo,"R. Vila Cristina, 657 - São José, Aracaju - SE, 49015-000, Brazil",Aracaju,sem_termo_chave,pub;bar;restaurant;point_of_interest;food;establishment,4.6,1423,http://linktr.ee/barpesujo
ChIJJ4U2TqcZqwcRg83OBm1F2s4,Bar Real Botequim,"Av. Dezessete de Agosto, 1761 - Casa Forte, Recife - PE, 52061-900, Brazil",Recife,sem_termo_chave,bar;point_of_interest;establishment,4.3,1509,http://www.realbotequim.com.br/
ChIJuXujxmc7WpMRkdodghUQ-8w,Bar Responsa,"SHCS CLS 202 Bloco A loja - Plano Piloto, Brasília - DF, 70232-515, Brazil",Brasília,sem_termo_chave,cocktail_bar;bar;point_of_interest;establishment,4.8,12965,https://www.instagram.com/bar.responsa/
ChIJea2r-VvxXpMRKeP-EcBdmSQ,Bar Rio,"R. 229, 256 - Setor Leste Universitário, Goiânia - GO, 74605-150, Brazil",Goiânia,sem_termo_chave,restaurant;food;point_of_interest;establishment,4.6,613,
ChIJPQudbqTdrAcR19w5OISwVmw,Bar Seu João,"R. Fernando Luiz Henriques Dos Santos, 1501 - Lj 02 - Jardim Oceania, João Pessoa - PB, 58037-050, Brazil",João Pessoa,sem_termo_chave,bar;restaurant;food;point_of_interest;establishment,4.2,3636,https://www.instagram.com/barseujoao?igsh=dmo1a3Zud3NuZ2Z6
ChIJy9cVL-YEFgcRuA2kX5V6Zmc,Bar and Restaurant Axego,"R. J Castro Rabelo, 16 - Centro Histórico, Salvador - BA, 40026-180, Brazil",Salvador,sem_termo_chave,restaurant;buffet_restaurant;brazilian_restaurant;bar;food;point_of_interest;establishment,4.6,837,https://www.instagram.com/axegorestaurante/
ChIJJWXIN0HDrAcRh8jwRf6h2JA,Bar da Clea,"Praça Abdon Milanez - Conj. Pres. Castelo Branco I, João Pessoa - PB, 58033-455, Brazil",João Pessoa,sem_termo_chave,bar;point_of_interest;establishment,4.6,101,
ChIJm3PkBtyR9gcR6Aj7DLXys_w,Bar da Helo,"R. 3, 5 - Turu, São Luís - MA, 65052-050, Brazil",São Luís,sem_termo_chave,bar;point_of_interest;establishment,5,21,
ChIJ9wOGxWtdMpIR9CyHzhLdK7U,Bar da Louvada - Porto Velho,"Av. Rio Madeira, 2890 - Flodoaldo Pontes Pinto, Porto Velho - RO, 76820-408, Brazil",Porto Velho,sem_termo_chave,brewery;cocktail_bar;liquor_store;bar;manufacturer;store;restaurant;food;point_of_interest;service;establishment,4.4,76,https://www.instagram.com/louvadaportovelho/
ChIJF_rDGxCxnZMR1w8Od1JIXUQ,Bar das Águas,"Av. Hermina Torquarto da Silva - Centro Político Administrativo, Cuiabá - MT, 78048-250, Brazil",Cuiabá,sem_termo_chave,restaurant;cocktail_bar;bar;food;point_of_interest;establishment,4.4,2478,https://www.facebook.com/pg/bardasaguas/
ChIJbR7YsaDdrAcRsIF-zv_Lht8,Bar de Rock João Pessoa - After Pub,"Av. Izidro Gomes, 63 - Tambaú, João Pessoa - PB, 58039-160, Brazil",João Pessoa,sem_termo_chave,irish_pub;pub;night_club;bar;live_music_venue;event_venue;association_or_organization;restaurant;food;point_of_interest;establishment,4.6,1080,http://www.afterpubjp.com.br/
ChIJ-QIvZAAbFgcRY2WevlvDf14,Bar do Bahia,"Av. Paulo VI, 1317 - Pituba, Salvador - BA, 41820-000, Brazil",Salvador,sem_termo_chave,restaurant;cocktail_bar;bar;point_of_interest;food;establishment,4.9,31,
